2025-03-10 16:34:25,986 - INFO - Loading dataset...
Epoch 0, Loss: 0.5111174219792296
Epoch 0, Loss: 0.4975593352660841
Epoch 0, Loss: 0.4991602888215799
Epoch 0, Loss: 0.4315940538582207
Epoch 0, Loss: 0.4337591432557462
Epoch 0, Loss: 0.506945232143297
Epoch 0, Loss: 0.5037062813011559
Epoch 0, Loss: 0.44675942932842655
Epoch 0, Loss: 0.49951987456602054
Epoch 0, Loss: 0.47192160077912126
Epoch 0, Loss: 0.43367471887113607
Epoch 0, Loss: 0.5217302884645325
Epoch 0, Loss: 0.4678555979278308
Epoch 0, Loss: 0.4488754659168398
Epoch 0, Loss: 0.4553047915477153
Epoch 0, Loss: 0.4417616886592222
Epoch 0, Loss: 0.4756742143897193
Epoch 0, Loss: 0.47454367027897865
Epoch 0, Loss: 0.41105876584284157
Epoch 0, Loss: 0.46788176660122094
Epoch 0, Loss: 0.450686738079981
Epoch 0, Loss: 0.42118478151770145
Epoch 0, Loss: 0.4525779392771815
Epoch 0, Loss: 0.46560898850450977
Epoch 0, Loss: 0.42852940083679386
Epoch 0, Loss: 0.4268800604526127
Epoch 0, Loss: 0.43594874514046356
Epoch 0, Loss: 0.41187867056034677
Epoch 0, Loss: 0.4517173156310513
Epoch 0, Loss: 0.48798659218192314
Epoch 0, Loss: 0.4724247133429157
Epoch 0, Loss: 0.4276479274499087
Epoch 0, Loss: 0.4430997553317776
Epoch 0, Loss: 0.43343954560339365
Epoch 0, Loss: 0.4368714436004448
Epoch 0, Loss: 0.40575626736416276
Epoch 0, Loss: 0.515961957038929
Epoch 0, Loss: 0.4975293688811186
Epoch 0, Loss: 0.4446813377886148
Epoch 0, Loss: 0.40374913926831624
Epoch 0, Loss: 0.4781105776644512
Epoch 0, Loss: 0.4498223165629288
Epoch 0, Loss: 0.407535063583523
Epoch 0, Loss: 0.3873859644944409
Epoch 0, Loss: 0.4451055837553213
Epoch 0, Loss: 0.4252974125142085
Epoch 0, Loss: 0.38958811414159616
Epoch 0, Loss: 0.42132342184615995
Epoch 0, Loss: 0.4255566910692049
Epoch 0, Loss: 0.40593922415515754
2025-03-10 16:34:27,399 - INFO - TREENN1 Epoch 100:
2025-03-10 16:34:27,399 - INFO - Train MSE: 0.2631, Test MSE: 0.3381
2025-03-10 16:34:27,399 - INFO - Train R²: 0.7369, Test R²: 0.5995
2025-03-10 16:34:27,400 - INFO - Train MAE: 0.3654, Test MAE: 0.3957
2025-03-10 16:34:27,400 - INFO - Overfit ratio (train R² / test R²): 1.2293
Epoch 0, Loss: 0.43396948933495155
Epoch 0, Loss: 0.3980338700012378
Epoch 0, Loss: 0.4369694432682214
Epoch 0, Loss: 0.40986839533454883
Epoch 0, Loss: 0.36563157299135496
Epoch 0, Loss: 0.4281064106419371
Epoch 0, Loss: 0.4795653786896202
Epoch 0, Loss: 0.4607316356117792
Epoch 0, Loss: 0.40745286949710435
Epoch 0, Loss: 0.4001504106829525
Epoch 0, Loss: 0.44829309040899856
Epoch 0, Loss: 0.4261406339597663
Epoch 0, Loss: 0.36559100101743297
Epoch 0, Loss: 0.39230965990818767
Epoch 0, Loss: 0.4011092796835656
Epoch 0, Loss: 0.4108401903909383
Epoch 0, Loss: 0.39097101432252007
Epoch 0, Loss: 0.40381148326079186
Epoch 0, Loss: 0.36073906635479214
Epoch 0, Loss: 0.40177986491535056
Epoch 0, Loss: 0.42559206285279927
Epoch 0, Loss: 0.4411164237949074
Epoch 0, Loss: 0.3993865342257911
Epoch 0, Loss: 0.3890362984494468
Epoch 0, Loss: 0.38713941800060936
Epoch 0, Loss: 0.4173971158688716
Epoch 0, Loss: 0.44591529998379376
Epoch 0, Loss: 0.40055028373551466
Epoch 0, Loss: 0.4088857459053811
Epoch 0, Loss: 0.37705248222910537
Epoch 0, Loss: 0.41146907711965686
Epoch 0, Loss: 0.39995659234381026
Epoch 0, Loss: 0.39156613498033704
Epoch 0, Loss: 0.41104966768464163
Epoch 0, Loss: 0.37824469371226493
Epoch 0, Loss: 0.3859336164550458
Epoch 0, Loss: 0.36564599311175866
Epoch 0, Loss: 0.41822850178218307
Epoch 0, Loss: 0.3983013863989812
Epoch 0, Loss: 0.3857226278478912
Epoch 0, Loss: 0.3661517669981564
Epoch 0, Loss: 0.37848547253224746
Epoch 0, Loss: 0.3736308466512586
Epoch 0, Loss: 0.38844639543574805
Epoch 0, Loss: 0.40007619971036135
Epoch 0, Loss: 0.38187810749299445
Epoch 0, Loss: 0.40450378874263354
Epoch 0, Loss: 0.33500573804389183
Epoch 0, Loss: 0.41232829278264155
Epoch 0, Loss: 0.42893107777442435
Epoch 0, Loss: 0.3745498646324994
Epoch 0, Loss: 0.404814089507121
Epoch 0, Loss: 0.41782849079850987
Epoch 0, Loss: 0.4083104417649426
Epoch 0, Loss: 0.37452821560275773
Epoch 0, Loss: 0.38238568237659415
Epoch 0, Loss: 0.3782822079011449
Epoch 0, Loss: 0.3537919148201111
Epoch 0, Loss: 0.355449090134012
Epoch 0, Loss: 0.3785896496067683
Epoch 0, Loss: 0.40949450808033316
Epoch 0, Loss: 0.4526788250573575
Epoch 0, Loss: 0.42879634246990855
Epoch 0, Loss: 0.35700802496576206
Epoch 0, Loss: 0.4141155443244065
Epoch 0, Loss: 0.3537661223706045
Epoch 0, Loss: 0.39231323704522064
Epoch 0, Loss: 0.36602037441605995
Epoch 0, Loss: 0.42376682026472795
Epoch 0, Loss: 0.39431441146913365
Epoch 0, Loss: 0.3573254217958208
Epoch 0, Loss: 0.41936687217213164
Epoch 0, Loss: 0.4063950095424039
Epoch 0, Loss: 0.3981610273258192
Epoch 0, Loss: 0.4025832449648705
Epoch 0, Loss: 0.405190923632118
Epoch 0, Loss: 0.43076410059067666
Epoch 0, Loss: 0.4148437498520729
Epoch 0, Loss: 0.3457726847567254
Epoch 0, Loss: 0.4002305347572433
Epoch 0, Loss: 0.3320525621370747
Epoch 0, Loss: 0.3654153290244346
Epoch 0, Loss: 0.39959606953537513
Epoch 0, Loss: 0.42566925909059977
Epoch 0, Loss: 0.38901989872857273
Epoch 0, Loss: 0.36033825488706966
Epoch 0, Loss: 0.421919205084521
Epoch 0, Loss: 0.3615142445596878
Epoch 0, Loss: 0.40750141012157753
Epoch 0, Loss: 0.4043906081608432
Epoch 0, Loss: 0.40455011926404444
Epoch 0, Loss: 0.3561180546830881
Epoch 0, Loss: 0.39199466290281626
Epoch 0, Loss: 0.39791408808867657
Epoch 0, Loss: 0.37314307031066124
Epoch 0, Loss: 0.40010435439759157
Epoch 0, Loss: 0.39720455537460136
Epoch 0, Loss: 0.42336166695425276
Epoch 0, Loss: 0.38854057438760625
Epoch 0, Loss: 0.4035968866248465
2025-03-10 16:34:27,906 - INFO - TREENN1 Epoch 200:
2025-03-10 16:34:27,906 - INFO - Train MSE: 0.2337, Test MSE: 0.3200
2025-03-10 16:34:27,907 - INFO - Train R²: 0.7663, Test R²: 0.6209
2025-03-10 16:34:27,907 - INFO - Train MAE: 0.3445, Test MAE: 0.3820
2025-03-10 16:34:27,907 - INFO - Overfit ratio (train R² / test R²): 1.2341
Epoch 0, Loss: 0.38086980896566286
Epoch 0, Loss: 0.41772240242476044
Epoch 0, Loss: 0.39698113164788246
Epoch 0, Loss: 0.3789542191744827
Epoch 0, Loss: 0.3975072716121056
Epoch 0, Loss: 0.3648333063782648
Epoch 0, Loss: 0.4059500365703014
Epoch 0, Loss: 0.3274398425230508
Epoch 0, Loss: 0.3861933674371482
Epoch 0, Loss: 0.33147745933699196
Epoch 0, Loss: 0.4038321486096704
Epoch 0, Loss: 0.3905521473984335
Epoch 0, Loss: 0.39921062916835465
Epoch 0, Loss: 0.371776736650101
Epoch 0, Loss: 0.38474878083371716
Epoch 0, Loss: 0.378188389008267
Epoch 0, Loss: 0.34199176348153343
Epoch 0, Loss: 0.37296849317457403
Epoch 0, Loss: 0.366017641947582
Epoch 0, Loss: 0.37504457794745233
Epoch 0, Loss: 0.4332808481045288
Epoch 0, Loss: 0.4097212314917674
Epoch 0, Loss: 0.303394339178128
Epoch 0, Loss: 0.38482378810648393
Epoch 0, Loss: 0.39318364095253044
Epoch 0, Loss: 0.41797498594494237
Epoch 0, Loss: 0.378782778911836
Epoch 0, Loss: 0.40405003194918815
Epoch 0, Loss: 0.4031576690167659
Epoch 0, Loss: 0.3751315074723763
Epoch 0, Loss: 0.4159881490386496
Epoch 0, Loss: 0.3546304871664007
Epoch 0, Loss: 0.4181339392382165
Epoch 0, Loss: 0.39712096970825794
Epoch 0, Loss: 0.43353196283618967
Epoch 0, Loss: 0.3819579517785401
Epoch 0, Loss: 0.3349983307034998
Epoch 0, Loss: 0.39799146758804227
Epoch 0, Loss: 0.33745660458035137
Epoch 0, Loss: 0.4409563883277664
Epoch 0, Loss: 0.4169414949333332
Epoch 0, Loss: 0.3997704521111472
Epoch 0, Loss: 0.375836211263777
Epoch 0, Loss: 0.41749955963629787
Epoch 0, Loss: 0.3787423273748957
Epoch 0, Loss: 0.37246952618024753
Epoch 0, Loss: 0.38861532650644354
Epoch 0, Loss: 0.35498449819853756
Epoch 0, Loss: 0.4175704286536348
Epoch 0, Loss: 0.4166511872946586
Epoch 0, Loss: 0.3744619910814574
Epoch 0, Loss: 0.3786665205153872
Epoch 0, Loss: 0.34725694234374216
Epoch 0, Loss: 0.39073365982992697
Epoch 0, Loss: 0.3724624245428087
Epoch 0, Loss: 0.42909135631978657
Epoch 0, Loss: 0.37485944966254076
Epoch 0, Loss: 0.3226780380835548
Epoch 0, Loss: 0.3954874672679756
Epoch 0, Loss: 0.3831034776890271
Epoch 0, Loss: 0.3734677018870158
Epoch 0, Loss: 0.3592244029153311
Epoch 0, Loss: 0.412720832890977
Epoch 0, Loss: 0.36996808120789854
Epoch 0, Loss: 0.39056843633848126
Epoch 0, Loss: 0.39117880484123346
Epoch 0, Loss: 0.3492808923328462
Epoch 0, Loss: 0.39462778411542965
Epoch 0, Loss: 0.317750648734747
Epoch 0, Loss: 0.42410828494355424
Epoch 0, Loss: 0.34591757275841706
Epoch 0, Loss: 0.3735793515383339
Epoch 0, Loss: 0.3459368974846937
Epoch 0, Loss: 0.3465892960175089
Epoch 0, Loss: 0.3878471481062923
Epoch 0, Loss: 0.36970604370031873
Epoch 0, Loss: 0.3579360791405028
Epoch 0, Loss: 0.3897097941922009
Epoch 0, Loss: 0.3908214775505161
Epoch 0, Loss: 0.3599042361531414
Epoch 0, Loss: 0.33859586859430224
Epoch 0, Loss: 0.4077999876622365
Epoch 0, Loss: 0.3207853105634473
Epoch 0, Loss: 0.35908205358172895
Epoch 0, Loss: 0.41410514693570016
Epoch 0, Loss: 0.38448803306349255
Epoch 0, Loss: 0.4063494005758227
Epoch 0, Loss: 0.4074804796277866
Epoch 0, Loss: 0.3806996098681596
Epoch 0, Loss: 0.4007291911022453
Epoch 0, Loss: 0.3967543932723548
Epoch 0, Loss: 0.3576954016894682
Epoch 0, Loss: 0.36061030242421643
Epoch 0, Loss: 0.41515087681193646
Epoch 0, Loss: 0.3933883840514565
Epoch 0, Loss: 0.32886458494034804
Epoch 0, Loss: 0.4182060594941216
Epoch 0, Loss: 0.37385308747048196
Epoch 0, Loss: 0.3887427161022676
Epoch 0, Loss: 0.3603137192048533
2025-03-10 16:34:28,407 - INFO - TREENN1 Epoch 300:
2025-03-10 16:34:28,407 - INFO - Train MSE: 0.2249, Test MSE: 0.3176
2025-03-10 16:34:28,407 - INFO - Train R²: 0.7751, Test R²: 0.6238
2025-03-10 16:34:28,407 - INFO - Train MAE: 0.3395, Test MAE: 0.3829
2025-03-10 16:34:28,407 - INFO - Overfit ratio (train R² / test R²): 1.2426
Epoch 0, Loss: 0.3320272586941463
Epoch 0, Loss: 0.40275036012692444
Epoch 0, Loss: 0.3487179750022393
Epoch 0, Loss: 0.3315191014896659
Epoch 0, Loss: 0.3746702265148312
Epoch 0, Loss: 0.3619051525954763
Epoch 0, Loss: 0.3356794871941516
Epoch 0, Loss: 0.3502653801808999
Epoch 0, Loss: 0.3422168758888327
Epoch 0, Loss: 0.33031600361801305
Epoch 0, Loss: 0.38330051544347093
Epoch 0, Loss: 0.3497322016793702
Epoch 0, Loss: 0.358782088743888
Epoch 0, Loss: 0.35041551171143015
Epoch 0, Loss: 0.36647839101228635
Epoch 0, Loss: 0.40232813888923125
Epoch 0, Loss: 0.4262157915560666
Epoch 0, Loss: 0.3619833183847636
Epoch 0, Loss: 0.4049276452170094
Epoch 0, Loss: 0.39401290010615575
Epoch 0, Loss: 0.35783943277251756
Epoch 0, Loss: 0.37715092758610985
Epoch 0, Loss: 0.35421423832057214
Epoch 0, Loss: 0.3364222972786629
Epoch 0, Loss: 0.3761352788444896
Epoch 0, Loss: 0.37841914588930414
Epoch 0, Loss: 0.3453402188522324
Epoch 0, Loss: 0.363918481349769
Epoch 0, Loss: 0.35556857296188793
Epoch 0, Loss: 0.36061142749610514
Epoch 0, Loss: 0.39040112112453845
Epoch 0, Loss: 0.34807015694731136
Epoch 0, Loss: 0.3479003373189782
Epoch 0, Loss: 0.4094009858182604
Epoch 0, Loss: 0.34376964832342305
Epoch 0, Loss: 0.3388314395903117
Epoch 0, Loss: 0.3538107493108768
Epoch 0, Loss: 0.3737280070585631
Epoch 0, Loss: 0.3701060491614233
Epoch 0, Loss: 0.35731234116182237
Epoch 0, Loss: 0.38092402210801407
Epoch 0, Loss: 0.3730517228327825
Epoch 0, Loss: 0.359947292807944
Epoch 0, Loss: 0.33275465454914865
Epoch 0, Loss: 0.39313524484054846
Epoch 0, Loss: 0.33967793569930144
Epoch 0, Loss: 0.3775305390344435
Epoch 0, Loss: 0.34576422710837934
Epoch 0, Loss: 0.33217261726770986
Epoch 0, Loss: 0.37452214001092343
Epoch 0, Loss: 0.39943968070547203
Epoch 0, Loss: 0.3852317767303629
Epoch 0, Loss: 0.3539838633031184
Epoch 0, Loss: 0.36345740380398645
Epoch 0, Loss: 0.32737625353080985
Epoch 0, Loss: 0.4029526316910132
Epoch 0, Loss: 0.3887789367559897
Epoch 0, Loss: 0.3509733435185999
Epoch 0, Loss: 0.32926249034942917
Epoch 0, Loss: 0.343268572530008
Epoch 0, Loss: 0.3205001688445172
Epoch 0, Loss: 0.3745946104914282
Epoch 0, Loss: 0.34904214988696064
Epoch 0, Loss: 0.35733867550986154
Epoch 0, Loss: 0.3207617184344816
Epoch 0, Loss: 0.3545340669016678
Epoch 0, Loss: 0.331427683348565
Epoch 0, Loss: 0.3169418069395284
Epoch 0, Loss: 0.3429950032360294
Epoch 0, Loss: 0.32372551743366784
Epoch 0, Loss: 0.3172990767683815
Epoch 0, Loss: 0.38827395118284885
Epoch 0, Loss: 0.4113582398891423
Epoch 0, Loss: 0.331005204553293
Epoch 0, Loss: 0.3685203784280197
Epoch 0, Loss: 0.3846745944913828
Epoch 0, Loss: 0.3384275151883713
Epoch 0, Loss: 0.37838491266917135
Epoch 0, Loss: 0.37476089806581864
Epoch 0, Loss: 0.3693104190848655
Epoch 0, Loss: 0.3026116299188201
Epoch 0, Loss: 0.35055454284962495
Epoch 0, Loss: 0.3669243986014941
Epoch 0, Loss: 0.36170961162471194
Epoch 0, Loss: 0.3529633792543628
Epoch 0, Loss: 0.37843569162451435
Epoch 0, Loss: 0.3630623604662273
Epoch 0, Loss: 0.3477487076686672
Epoch 0, Loss: 0.3188674441887572
Epoch 0, Loss: 0.3489961888202831
Epoch 0, Loss: 0.3506544646679706
Epoch 0, Loss: 0.3508312718416041
Epoch 0, Loss: 0.3781481337382367
Epoch 0, Loss: 0.37183040652168314
Epoch 0, Loss: 0.3673676608461467
Epoch 0, Loss: 0.3977642189523131
Epoch 0, Loss: 0.39150073756697834
Epoch 0, Loss: 0.34688771204744473
Epoch 0, Loss: 0.3368267194810704
Epoch 0, Loss: 0.373618322285514
2025-03-10 16:34:28,895 - INFO - TREENN1 Epoch 400:
2025-03-10 16:34:28,895 - INFO - Train MSE: 0.2129, Test MSE: 0.3101
2025-03-10 16:34:28,896 - INFO - Train R²: 0.7871, Test R²: 0.6326
2025-03-10 16:34:28,896 - INFO - Train MAE: 0.3311, Test MAE: 0.3767
2025-03-10 16:34:28,896 - INFO - Overfit ratio (train R² / test R²): 1.2442
Epoch 0, Loss: 0.36884963733446946
Epoch 0, Loss: 0.35485581520507586
Epoch 0, Loss: 0.36340310393844555
Epoch 0, Loss: 0.3888425631769922
Epoch 0, Loss: 0.353382410405736
Epoch 0, Loss: 0.36058317522522293
Epoch 0, Loss: 0.369949261613364
Epoch 0, Loss: 0.37298420307549573
Epoch 0, Loss: 0.3981170593488294
Epoch 0, Loss: 0.35930217473975024
Epoch 0, Loss: 0.3700234889332977
Epoch 0, Loss: 0.3691608110703094
Epoch 0, Loss: 0.35953677559487923
Epoch 0, Loss: 0.4159576176239107
Epoch 0, Loss: 0.32504285127018673
Epoch 0, Loss: 0.40291554987975964
Epoch 0, Loss: 0.396435981180063
Epoch 0, Loss: 0.3904371192873703
Epoch 0, Loss: 0.33848323338985203
Epoch 0, Loss: 0.344727786571804
Epoch 0, Loss: 0.33289258558627954
Epoch 0, Loss: 0.385782586607875
Epoch 0, Loss: 0.3386582458151768
Epoch 0, Loss: 0.3574520706877919
Epoch 0, Loss: 0.33239773049280663
Epoch 0, Loss: 0.3477810474966527
Epoch 0, Loss: 0.41240056855784546
Epoch 0, Loss: 0.30336644175567035
Epoch 0, Loss: 0.3029228061014717
Epoch 0, Loss: 0.3492195441710061
Epoch 0, Loss: 0.37122233192582466
Epoch 0, Loss: 0.3989165516783417
Epoch 0, Loss: 0.3216478187420167
Epoch 0, Loss: 0.4066564785339156
Epoch 0, Loss: 0.36471156800594356
Epoch 0, Loss: 0.3359131337780208
Epoch 0, Loss: 0.3383915460919037
Epoch 0, Loss: 0.332452214131294
Epoch 0, Loss: 0.3344827467209089
Epoch 0, Loss: 0.34190514154662494
Epoch 0, Loss: 0.3805097620025316
Epoch 0, Loss: 0.3549876573080099
Epoch 0, Loss: 0.37964797500775826
Epoch 0, Loss: 0.32954066970745255
Epoch 0, Loss: 0.38030605517796967
Epoch 0, Loss: 0.3367101945121009
Epoch 0, Loss: 0.3655110627891853
Epoch 0, Loss: 0.3510599283151348
Epoch 0, Loss: 0.3841385144370211
Epoch 0, Loss: 0.3415257617153898
Epoch 0, Loss: 0.36458305825124443
Epoch 0, Loss: 0.4004015537721283
Epoch 0, Loss: 0.34156592562774835
Epoch 0, Loss: 0.32145195066064736
Epoch 0, Loss: 0.3610772081164692
Epoch 0, Loss: 0.3522950168480615
Epoch 0, Loss: 0.3632350487640411
Epoch 0, Loss: 0.3784747971827529
Epoch 0, Loss: 0.34828501197850265
Epoch 0, Loss: 0.34330063399556093
Epoch 0, Loss: 0.3721790419536782
Epoch 0, Loss: 0.3572334651021323
Epoch 0, Loss: 0.4089757514284527
Epoch 0, Loss: 0.39774167244499903
Epoch 0, Loss: 0.367735287879991
Epoch 0, Loss: 0.3359785131223992
Epoch 0, Loss: 0.31074404257184307
Epoch 0, Loss: 0.33999022627322334
Epoch 0, Loss: 0.34193559526733397
Epoch 0, Loss: 0.32823148457342743
Epoch 0, Loss: 0.3470292884221567
Epoch 0, Loss: 0.3768044952383408
Epoch 0, Loss: 0.33444509996732247
Epoch 0, Loss: 0.35670734806581644
Epoch 0, Loss: 0.38868461841256446
Epoch 0, Loss: 0.3644716707641577
Epoch 0, Loss: 0.34655128810547653
Epoch 0, Loss: 0.3853541210797846
Epoch 0, Loss: 0.38763058060013533
Epoch 0, Loss: 0.31550175124209784
Epoch 0, Loss: 0.3061581533231355
Epoch 0, Loss: 0.4451812531705631
Epoch 0, Loss: 0.3235866941555432
Epoch 0, Loss: 0.3880772156165898
Epoch 0, Loss: 0.3588623932486557
Epoch 0, Loss: 0.3202999715785222
Epoch 0, Loss: 0.3620099752602192
Epoch 0, Loss: 0.4435787685184433
Epoch 0, Loss: 0.3708645717778836
Epoch 0, Loss: 0.3345506014922465
Epoch 0, Loss: 0.3513965216629526
Epoch 0, Loss: 0.3117057010838911
Epoch 0, Loss: 0.3369253484846214
Epoch 0, Loss: 0.32610287263450827
Epoch 0, Loss: 0.37027168285130546
Epoch 0, Loss: 0.29925831196945724
Epoch 0, Loss: 0.32997104586669246
Epoch 0, Loss: 0.39563481625155
Epoch 0, Loss: 0.3315977477784912
Epoch 0, Loss: 0.36599430619258616
2025-03-10 16:34:29,436 - INFO - TREENN1 Epoch 500:
2025-03-10 16:34:29,436 - INFO - Train MSE: 0.2089, Test MSE: 0.3083
2025-03-10 16:34:29,436 - INFO - Train R²: 0.7911, Test R²: 0.6347
2025-03-10 16:34:29,436 - INFO - Train MAE: 0.3286, Test MAE: 0.3753
2025-03-10 16:34:29,436 - INFO - Overfit ratio (train R² / test R²): 1.2464
Epoch 0, Loss: 0.3373541936877754
Epoch 0, Loss: 0.3035272410323045
Epoch 0, Loss: 0.34674534964653564
Epoch 0, Loss: 0.3278165234519627
Epoch 0, Loss: 0.3270946251334001
Epoch 0, Loss: 0.3398560190968024
Epoch 0, Loss: 0.34523905689765005
Epoch 0, Loss: 0.32818553822520236
Epoch 0, Loss: 0.3361296901256558
Epoch 0, Loss: 0.40333591365806926
Epoch 0, Loss: 0.37943153754642317
Epoch 0, Loss: 0.30751298650743253
Epoch 0, Loss: 0.31627960298869356
Epoch 0, Loss: 0.38243099524731783
Epoch 0, Loss: 0.334609151321867
Epoch 0, Loss: 0.3944007821436448
Epoch 0, Loss: 0.38863202548028714
Epoch 0, Loss: 0.3615475140052521
Epoch 0, Loss: 0.3409030345111597
Epoch 0, Loss: 0.3549837647900276
Epoch 0, Loss: 0.34562784090214904
Epoch 0, Loss: 0.3615239236058517
Epoch 0, Loss: 0.3388758156450221
Epoch 0, Loss: 0.3320426115912336
Epoch 0, Loss: 0.3573985108141383
Epoch 0, Loss: 0.36231961304812477
Epoch 0, Loss: 0.32670200985730036
Epoch 0, Loss: 0.35415776496628965
Epoch 0, Loss: 0.3646450084576747
Epoch 0, Loss: 0.33088913756666005
Epoch 0, Loss: 0.3702200241073618
Epoch 0, Loss: 0.41860597945582534
Epoch 0, Loss: 0.3579098566136556
Epoch 0, Loss: 0.3703216959360864
Epoch 0, Loss: 0.34823652007544387
Epoch 0, Loss: 0.34086602792172227
Epoch 0, Loss: 0.3307328704927733
Epoch 0, Loss: 0.32720566009809215
Epoch 0, Loss: 0.3825369647693135
Epoch 0, Loss: 0.3424504227236221
Epoch 0, Loss: 0.3220928037336503
Epoch 0, Loss: 0.35912348185738857
Epoch 0, Loss: 0.3733016126408483
Epoch 0, Loss: 0.35691617969841066
Epoch 0, Loss: 0.3677327181408514
Epoch 0, Loss: 0.3272865473393232
Epoch 0, Loss: 0.3437357284133661
Epoch 0, Loss: 0.33912460885821993
Epoch 0, Loss: 0.34479501840491256
Epoch 0, Loss: 0.39480177476444145
Epoch 0, Loss: 0.3762726515121743
Epoch 0, Loss: 0.3312091037113368
Epoch 0, Loss: 0.34319831915272164
Epoch 0, Loss: 0.39878080566129465
Epoch 0, Loss: 0.39546771600438496
Epoch 0, Loss: 0.3864654461086727
Epoch 0, Loss: 0.30677835793219027
Epoch 0, Loss: 0.3435342877896235
Epoch 0, Loss: 0.3245895343692846
Epoch 0, Loss: 0.41162803377799323
Epoch 0, Loss: 0.3127880156698216
Epoch 0, Loss: 0.37094713914742944
Epoch 0, Loss: 0.33907343166710135
Epoch 0, Loss: 0.39000101985355073
Epoch 0, Loss: 0.34019334306035864
Epoch 0, Loss: 0.35517408515192
Epoch 0, Loss: 0.3372255896557411
Epoch 0, Loss: 0.3587509053116109
Epoch 0, Loss: 0.3782381901514806
Epoch 0, Loss: 0.35130493182832917
Epoch 0, Loss: 0.3966912915715917
Epoch 0, Loss: 0.34952340447795
Epoch 0, Loss: 0.39274854225371647
Epoch 0, Loss: 0.3286402915928941
Epoch 0, Loss: 0.36459896636595907
Epoch 0, Loss: 0.32735813959095306
Epoch 0, Loss: 0.3515299497952989
Epoch 0, Loss: 0.33876997315101076
Epoch 0, Loss: 0.34679674867670784
Epoch 0, Loss: 0.2935386456853588
Epoch 0, Loss: 0.3400032260075586
Epoch 0, Loss: 0.38448558550873535
Epoch 0, Loss: 0.35053311299990336
Epoch 0, Loss: 0.36388747080245076
